degree distribution (probability density function of the degree in logarithmic bins) 
4.39465	0.386901
6	0.0762564
7	0.047083
8.82705	0.0715497
11.4608	0.0224041
13.9839	0.0190175
17.8337	0.0141707
22.8906	0.00704543
28.3009	0.00472195
35.4525	0.00310828
40	0.000262072

degree distribution (degree-occurrences) 
4	0.242571
5	0.158143
6	0.0994286
7	0.0772857
8	0.0627143
9	0.048
10	0.0371429
11	0.0314286
12	0.0268571
13	0.0222857
14	0.0187143
15	0.0212857
16	0.015
17	0.0111429
18	0.0121429
19	0.00885714
20	0.0112857
21	0.00785714
22	0.008
23	0.00685714
24	0.008
25	0.00585714
26	0.006
27	0.00528571
28	0.006
29	0.005
30	0.00414286
31	0.00442857
32	0.00271429
33	0.004
34	0.00328571
35	0.00314286
36	0.00314286
37	0.00342857
38	0.00242857
39	0.00342857
40	0.00271429


--------------------------------------
community distribution (size-occurrences)
30	0.0308642
31	0.0432099
32	0.0617284
33	0.0246914
34	0.0555556
35	0.0432099
36	0.0555556
38	0.0308642
39	0.0493827
40	0.0493827
41	0.0493827
42	0.037037
43	0.0246914
44	0.0246914
45	0.037037
46	0.0246914
47	0.0123457
48	0.00617284
49	0.0432099
50	0.0493827
51	0.0246914
52	0.0308642
53	0.0185185
54	0.0185185
55	0.037037
56	0.0308642
57	0.00617284
58	0.037037
59	0.0185185
60	0.0246914


--------------------------------------
mixing parameter
0	0.0485714
0.0833333	0.000142857
0.110943	0.00942857
0.136938	0.0748571
0.165777	0.110714
0.184664	0.0771429
0.205014	0.342429
0.248269	0.273143
0.272601	0.00685714
0.285872	0.0317143
0.333333	0.0221429
0.375	0.000142857
0.4	0.000857143
0.5	0.00185714

--------------------------------------
