degree distribution (probability density function of the degree in logarithmic bins) 
4.43928	0.37366
6	0.0835972
7	0.0517826
8.89726	0.070651
11.4286	0.0242162
13.8	0.0183196
17.629	0.0150369
22.9394	0.0063574
28.1667	0.00367262
34.5714	0.00340348
40	0.000289659

degree distribution (degree-occurrences) 
4	0.217
5	0.17
6	0.109
7	0.085
8	0.062
9	0.037
10	0.047
11	0.036
12	0.027
13	0.028
14	0.016
15	0.016
16	0.015
17	0.018
18	0.011
19	0.011
20	0.007
21	0.008
22	0.006
23	0.007
24	0.004
25	0.008
26	0.006
27	0.005
28	0.002
29	0.005
30	0.002
31	0.004
32	0.006
33	0.007
34	0.003
35	0.004
36	0.001
37	0.002
38	0.002
39	0.003
40	0.003


--------------------------------------
community distribution (size-occurrences)
30	0.0434783
31	0.0434783
34	0.0434783
35	0.0434783
37	0.0869565
38	0.0434783
40	0.130435
41	0.0869565
43	0.0434783
44	0.130435
48	0.0434783
51	0.0869565
56	0.0434783
57	0.0434783
58	0.0434783
60	0.0434783


--------------------------------------
mixing parameter
0	0.045
0.0833333	0.001
0.112745	0.004
0.125	0.025
0.144774	0.073
0.16786	0.128
0.196867	0.324
0.211915	0.051
0.226134	0.076
0.25	0.222
0.272727	0.005
0.285714	0.025
0.333333	0.019
0.4	0.002

--------------------------------------
