1	207 
2	213 
3	11 
4	169 
5	140 
6	111 
7	126 
8	193 
9	173 
10	90 
11	3 
12	101 
13	170 
14	64 
15	19 
16	175 
17	28 
18	61 
19	123 
20	84 
21	111 
22	84 
23	77 
24	212 
25	114 
26	83 
27	5 
28	11 
29	38 
30	26 
31	9 
32	110 
33	132 
34	122 
35	111 
36	194 
37	185 
38	95 
39	52 
40	33 
41	20 
42	104 
43	7 
44	46 
45	47 
46	113 
47	156 
48	196 
49	51 
50	7 
51	136 
52	207 
53	38 
54	57 
55	156 
56	170 
57	15 
58	51 
59	58 
60	178 
61	102 
62	52 
63	193 
64	166 
65	44 
66	17 
67	122 
68	177 
69	65 
70	15 
71	40 
72	116 
73	204 
74	79 
75	98 
76	198 
77	163 
78	94 
79	22 
80	69 
81	149 
82	18 
83	53 
84	33 
85	12 
86	113 
87	76 
88	42 
89	70 
90	177 
91	179 
92	57 
93	42 
94	214 
95	72 
96	125 
97	159 
98	74 
99	11 
100	101 
101	73 
102	204 
103	89 
104	18 
105	35 
106	111 
107	186 
108	141 
109	162 
110	152 
111	98 
112	86 
113	15 
114	111 
115	4 
116	42 
117	75 
118	5 
119	28 
120	3 
121	126 
122	210 
123	169 
124	8 
125	199 
126	84 
127	51 
128	158 
129	106 
130	95 
131	193 
132	88 
133	94 
134	166 
135	163 
136	201 
137	179 
138	130 
139	187 
140	162 
141	171 
142	196 
143	18 
144	140 
145	36 
146	158 
147	185 
148	67 
149	159 
150	125 
151	165 
152	72 
153	22 
154	177 
155	84 
156	164 
157	181 
158	189 
159	129 
160	192 
161	45 
162	51 
163	58 
164	156 
165	57 
166	18 
167	72 
168	92 
169	26 
170	132 
171	209 
172	84 
173	54 
174	4 
175	23 
176	211 
177	47 
178	29 
179	19 
180	158 
181	97 
182	158 
183	37 
184	14 
185	153 
186	119 
187	212 
188	49 
189	73 
190	212 
191	125 
192	140 
193	132 
194	24 
195	201 
196	168 
197	77 
198	117 
199	85 
200	108 
201	64 
202	26 
203	199 
204	104 
205	188 
206	155 
207	162 
208	107 
209	56 
210	49 
211	132 
212	141 
213	184 
214	79 
215	202 
216	65 
217	185 
218	21 
219	214 
220	99 
221	106 
222	119 
223	26 
224	164 
225	97 
226	199 
227	6 
228	142 
229	118 
230	74 
231	191 
232	97 
233	155 
234	111 
235	18 
236	128 
237	66 
238	212 
239	25 
240	175 
241	52 
242	143 
243	122 
244	206 
245	7 
246	37 
247	53 
248	215 
249	192 
250	127 
251	176 
252	119 
253	13 
254	3 
255	8 
256	147 
257	197 
258	136 
259	22 
260	131 
261	91 
262	161 
263	195 
264	39 
265	95 
266	49 
267	73 
268	65 
269	155 
270	50 
271	178 
272	212 
273	121 
274	124 
275	17 
276	208 
277	138 
278	57 
279	109 
280	90 
281	90 
282	138 
283	46 
284	27 
285	110 
286	129 
287	56 
288	167 
289	94 
290	74 
291	168 
292	138 
293	84 
294	40 
295	191 
296	99 
297	124 
298	188 
299	154 
300	200 
301	139 
302	41 
303	124 
304	4 
305	62 
306	77 
307	50 
308	199 
309	158 
310	5 
311	146 
312	177 
313	149 
314	201 
315	36 
316	124 
317	172 
318	57 
319	42 
320	208 
321	20 
322	102 
323	86 
324	64 
325	90 
326	83 
327	169 
328	141 
329	167 
330	204 
331	9 
332	122 
333	8 
334	139 
335	10 
336	123 
337	142 
338	71 
339	161 
340	109 
341	20 
342	27 
343	155 
344	84 
345	29 
346	20 
347	2 
348	78 
349	87 
350	211 
351	61 
352	18 
353	68 
354	102 
355	168 
356	22 
357	150 
358	163 
359	155 
360	208 
361	125 
362	18 
363	179 
364	180 
365	193 
366	70 
367	120 
368	176 
369	152 
370	104 
371	87 
372	179 
373	106 
374	155 
375	83 
376	58 
377	104 
378	124 
379	94 
380	19 
381	203 
382	36 
383	19 
384	202 
385	200 
386	198 
387	167 
388	204 
389	1 
390	76 
391	20 
392	195 
393	89 
394	195 
395	32 
396	40 
397	163 
398	190 
399	96 
400	165 
401	78 
402	86 
403	187 
404	162 
405	123 
406	60 
407	14 
408	44 
409	59 
410	190 
411	162 
412	72 
413	43 
414	187 
415	35 
416	163 
417	115 
418	162 
419	28 
420	132 
421	108 
422	38 
423	164 
424	204 
425	34 
426	5 
427	160 
428	151 
429	90 
430	12 
431	67 
432	50 
433	27 
434	132 
435	128 
436	28 
437	176 
438	171 
439	137 
440	208 
441	193 
442	125 
443	89 
444	158 
445	21 
446	71 
447	95 
448	7 
449	205 
450	33 
451	78 
452	8 
453	77 
454	203 
455	9 
456	145 
457	212 
458	156 
459	181 
460	21 
461	112 
462	112 
463	95 
464	63 
465	166 
466	181 
467	59 
468	19 
469	179 
470	82 
471	36 
472	156 
473	98 
474	93 
475	43 
476	59 
477	172 
478	78 
479	168 
480	142 
481	48 
482	184 
483	151 
484	25 
485	183 
486	3 
487	62 
488	139 
489	74 
490	76 
491	195 
492	28 
493	5 
494	38 
495	189 
496	4 
497	53 
498	116 
499	67 
500	119 
501	70 
502	79 
503	138 
504	121 
505	7 
506	42 
